@relation input_for_weka

@attribute creation_source {GUEST_INVITE,ORG_INVITE,SIGNUP,PERSONAL_PROJECTS,SIGNUP_GOOGLE_AUTH}
@attribute opted_in_to_mailing_list numeric
@attribute enabled_for_marketing_drip numeric
@attribute org_id numeric
@attribute adopted {FALSE,TRUE}

@data
ORG_INVITE,1,1,112,FALSE
SIGNUP,0,0,30,FALSE
SIGNUP,0,1,53,FALSE
PERSONAL_PROJECTS,0,0,193,FALSE
PERSONAL_PROJECTS,0,0,406,FALSE
PERSONAL_PROJECTS,0,0,48,FALSE
GUEST_INVITE,0,0,263,FALSE
SIGNUP,0,0,249,TRUE
PERSONAL_PROJECTS,0,0,4,FALSE
ORG_INVITE,0,0,313,TRUE
SIGNUP_GOOGLE_AUTH,1,0,92,FALSE
PERSONAL_PROJECTS,0,0,9,FALSE
SIGNUP_GOOGLE_AUTH,0,0,138,FALSE
ORG_INVITE,0,0,261,FALSE
GUEST_INVITE,0,1,35,FALSE
ORG_INVITE,0,0,264,TRUE
PERSONAL_PROJECTS,0,0,95,FALSE
GUEST_INVITE,0,0,325,FALSE
SIGNUP,1,0,55,FALSE
GUEST_INVITE,1,0,254,FALSE
ORG_INVITE,0,0,60,TRUE
ORG_INVITE,0,0,1,FALSE
PERSONAL_PROJECTS,0,0,2,FALSE
ORG_INVITE,0,0,63,FALSE
SIGNUP,0,0,10,FALSE
SIGNUP,0,0,11,FALSE
GUEST_INVITE,1,1,234,FALSE
SIGNUP,0,0,64,TRUE
ORG_INVITE,0,0,28,FALSE
GUEST_INVITE,0,0,410,FALSE
SIGNUP,1,0,170,FALSE
ORG_INVITE,0,0,118,FALSE
SIGNUP,0,0,42,FALSE
ORG_INVITE,0,0,374,FALSE
ORG_INVITE,1,1,15,TRUE
SIGNUP_GOOGLE_AUTH,1,0,17,FALSE
GUEST_INVITE,0,0,15,FALSE
PERSONAL_PROJECTS,0,0,1,FALSE
SIGNUP,0,1,364,FALSE
SIGNUP_GOOGLE_AUTH,0,0,62,TRUE
PERSONAL_PROJECTS,1,0,244,FALSE
PERSONAL_PROJECTS,1,0,342,FALSE
ORG_INVITE,0,0,225,TRUE
ORG_INVITE,0,0,88,FALSE
ORG_INVITE,1,1,134,FALSE
SIGNUP,0,0,121,FALSE
ORG_INVITE,0,0,255,TRUE
PERSONAL_PROJECTS,1,0,7,FALSE
GUEST_INVITE,0,0,411,TRUE
PERSONAL_PROJECTS,0,0,217,FALSE
SIGNUP_GOOGLE_AUTH,0,0,109,FALSE
PERSONAL_PROJECTS,0,0,165,FALSE
ORG_INVITE,0,0,415,FALSE
ORG_INVITE,0,0,11,FALSE
SIGNUP,0,0,104,FALSE
SIGNUP,0,0,329,FALSE
ORG_INVITE,0,0,139,FALSE
PERSONAL_PROJECTS,0,0,278,FALSE
SIGNUP,0,0,30,FALSE
GUEST_INVITE,0,0,116,TRUE
ORG_INVITE,1,1,151,FALSE
ORG_INVITE,0,0,290,FALSE
ORG_INVITE,0,0,30,TRUE
PERSONAL_PROJECTS,0,1,252,FALSE
GUEST_INVITE,0,0,200,FALSE
GUEST_INVITE,0,0,0,FALSE
SIGNUP,0,0,187,FALSE
ORG_INVITE,1,0,122,FALSE
GUEST_INVITE,0,0,353,FALSE
ORG_INVITE,0,0,135,FALSE
GUEST_INVITE,0,0,3,FALSE
GUEST_INVITE,1,0,135,TRUE
ORG_INVITE,0,1,328,FALSE
GUEST_INVITE,0,0,64,FALSE
ORG_INVITE,1,1,107,TRUE
ORG_INVITE,1,1,263,FALSE
GUEST_INVITE,1,0,5,TRUE
GUEST_INVITE,1,0,263,TRUE
SIGNUP,0,0,36,FALSE
PERSONAL_PROJECTS,0,0,0,FALSE
PERSONAL_PROJECTS,0,1,13,FALSE
PERSONAL_PROJECTS,0,0,341,FALSE
SIGNUP,0,0,349,FALSE
PERSONAL_PROJECTS,0,0,184,TRUE
GUEST_INVITE,0,0,353,FALSE
ORG_INVITE,1,0,1,FALSE
ORG_INVITE,0,0,342,FALSE
ORG_INVITE,1,0,64,FALSE
GUEST_INVITE,0,0,304,TRUE
SIGNUP,0,0,25,FALSE
SIGNUP,0,0,15,FALSE
SIGNUP_GOOGLE_AUTH,1,0,198,FALSE
GUEST_INVITE,0,1,153,FALSE
ORG_INVITE,1,0,303,FALSE
SIGNUP_GOOGLE_AUTH,0,1,68,FALSE
SIGNUP_GOOGLE_AUTH,0,0,108,FALSE
SIGNUP,1,1,77,FALSE
ORG_INVITE,0,0,142,FALSE
SIGNUP,0,0,5,FALSE
PERSONAL_PROJECTS,0,0,254,FALSE
SIGNUP_GOOGLE_AUTH,0,0,81,FALSE
ORG_INVITE,1,0,275,FALSE
ORG_INVITE,1,1,7,FALSE
ORG_INVITE,1,0,242,FALSE
ORG_INVITE,0,0,278,TRUE
PERSONAL_PROJECTS,0,0,176,FALSE
ORG_INVITE,0,0,2,FALSE
ORG_INVITE,0,0,87,FALSE
SIGNUP_GOOGLE_AUTH,0,0,191,FALSE
PERSONAL_PROJECTS,0,0,7,FALSE
GUEST_INVITE,0,0,7,FALSE
SIGNUP,1,1,8,FALSE
PERSONAL_PROJECTS,0,0,49,FALSE
SIGNUP,0,0,36,FALSE
ORG_INVITE,0,0,102,FALSE
PERSONAL_PROJECTS,0,0,245,FALSE
ORG_INVITE,1,0,56,FALSE
SIGNUP,1,0,7,FALSE
ORG_INVITE,0,0,154,FALSE
ORG_INVITE,0,0,218,TRUE
SIGNUP_GOOGLE_AUTH,0,0,385,FALSE
ORG_INVITE,0,0,76,TRUE
GUEST_INVITE,0,0,9,FALSE
GUEST_INVITE,0,0,321,FALSE
SIGNUP,1,1,159,FALSE
ORG_INVITE,0,0,371,FALSE
ORG_INVITE,0,0,50,FALSE
ORG_INVITE,0,1,75,FALSE
PERSONAL_PROJECTS,1,0,11,FALSE
ORG_INVITE,0,0,333,FALSE
SIGNUP,1,0,137,FALSE
SIGNUP,0,0,191,FALSE
ORG_INVITE,1,1,278,FALSE
ORG_INVITE,1,0,1,FALSE
PERSONAL_PROJECTS,0,1,292,FALSE
SIGNUP_GOOGLE_AUTH,1,0,75,FALSE
SIGNUP,1,0,70,FALSE
ORG_INVITE,0,0,89,TRUE
GUEST_INVITE,0,0,286,FALSE
GUEST_INVITE,0,0,131,TRUE
SIGNUP_GOOGLE_AUTH,0,0,178,FALSE
ORG_INVITE,0,0,213,FALSE
SIGNUP,0,0,32,FALSE
PERSONAL_PROJECTS,0,0,376,FALSE
PERSONAL_PROJECTS,0,0,28,FALSE
ORG_INVITE,0,0,1,FALSE
PERSONAL_PROJECTS,0,0,366,FALSE
SIGNUP,1,0,68,FALSE
GUEST_INVITE,0,0,16,FALSE
ORG_INVITE,0,0,192,TRUE
ORG_INVITE,0,0,5,FALSE
ORG_INVITE,0,0,6,FALSE
ORG_INVITE,0,0,27,FALSE
GUEST_INVITE,0,0,92,FALSE
ORG_INVITE,1,0,300,TRUE
ORG_INVITE,0,0,16,FALSE
PERSONAL_PROJECTS,0,0,77,FALSE
SIGNUP_GOOGLE_AUTH,0,0,316,TRUE
SIGNUP,0,0,52,FALSE
SIGNUP,0,0,62,FALSE
ORG_INVITE,0,0,68,FALSE
PERSONAL_PROJECTS,1,0,40,FALSE
PERSONAL_PROJECTS,1,0,131,FALSE
PERSONAL_PROJECTS,1,1,185,FALSE
ORG_INVITE,1,0,254,FALSE
SIGNUP,1,1,3,FALSE
SIGNUP,0,0,12,FALSE
GUEST_INVITE,0,0,0,FALSE
ORG_INVITE,0,0,332,FALSE
SIGNUP_GOOGLE_AUTH,0,0,121,FALSE
PERSONAL_PROJECTS,0,0,16,FALSE
SIGNUP,1,0,79,TRUE
GUEST_INVITE,0,0,10,TRUE
GUEST_INVITE,1,0,55,FALSE
ORG_INVITE,1,1,3,FALSE
PERSONAL_PROJECTS,1,0,1,FALSE
SIGNUP_GOOGLE_AUTH,1,1,398,FALSE
SIGNUP_GOOGLE_AUTH,0,0,316,FALSE
ORG_INVITE,0,0,336,FALSE
SIGNUP_GOOGLE_AUTH,1,1,142,TRUE
PERSONAL_PROJECTS,0,0,20,FALSE
ORG_INVITE,1,0,75,FALSE
ORG_INVITE,1,0,3,FALSE
GUEST_INVITE,0,0,17,FALSE
SIGNUP_GOOGLE_AUTH,0,0,269,TRUE
SIGNUP,1,1,135,TRUE
ORG_INVITE,0,0,147,FALSE
SIGNUP,0,0,17,FALSE
SIGNUP,0,0,200,FALSE
PERSONAL_PROJECTS,0,0,211,FALSE
ORG_INVITE,1,0,1,FALSE
SIGNUP_GOOGLE_AUTH,0,0,131,FALSE
PERSONAL_PROJECTS,0,0,47,FALSE
ORG_INVITE,0,0,18,FALSE
SIGNUP,0,0,122,FALSE
SIGNUP,0,0,382,TRUE
ORG_INVITE,0,0,69,TRUE
ORG_INVITE,1,1,0,FALSE
PERSONAL_PROJECTS,0,0,141,FALSE
GUEST_INVITE,0,0,178,FALSE
SIGNUP_GOOGLE_AUTH,0,0,365,FALSE
ORG_INVITE,0,0,188,FALSE
PERSONAL_PROJECTS,0,0,139,FALSE
GUEST_INVITE,0,0,144,FALSE
GUEST_INVITE,1,0,62,FALSE
SIGNUP_GOOGLE_AUTH,0,0,275,FALSE
GUEST_INVITE,0,0,15,FALSE
ORG_INVITE,1,0,335,FALSE
GUEST_INVITE,0,0,7,FALSE
SIGNUP,0,0,45,FALSE
PERSONAL_PROJECTS,0,0,373,FALSE
SIGNUP_GOOGLE_AUTH,1,0,343,FALSE
GUEST_INVITE,0,0,64,FALSE
SIGNUP_GOOGLE_AUTH,0,0,109,FALSE
SIGNUP,1,0,200,FALSE
GUEST_INVITE,1,1,2,TRUE
SIGNUP_GOOGLE_AUTH,0,0,61,FALSE
ORG_INVITE,0,0,231,FALSE
PERSONAL_PROJECTS,0,0,0,FALSE
ORG_INVITE,0,0,16,TRUE
GUEST_INVITE,0,0,2,FALSE
GUEST_INVITE,0,0,338,TRUE
PERSONAL_PROJECTS,1,1,311,FALSE
PERSONAL_PROJECTS,1,1,340,FALSE
SIGNUP_GOOGLE_AUTH,0,0,334,FALSE
SIGNUP,0,0,163,TRUE
ORG_INVITE,1,0,2,FALSE
SIGNUP,1,0,9,FALSE
SIGNUP_GOOGLE_AUTH,0,0,302,FALSE
SIGNUP,0,0,60,FALSE
GUEST_INVITE,0,0,4,FALSE
ORG_INVITE,0,0,156,FALSE
SIGNUP,0,0,17,FALSE
PERSONAL_PROJECTS,0,0,9,FALSE
SIGNUP_GOOGLE_AUTH,0,0,84,FALSE
PERSONAL_PROJECTS,1,1,110,FALSE
PERSONAL_PROJECTS,0,0,285,TRUE
SIGNUP,0,0,1,TRUE
SIGNUP,1,1,380,FALSE
SIGNUP_GOOGLE_AUTH,0,0,8,FALSE
SIGNUP,1,1,148,FALSE
ORG_INVITE,0,0,272,FALSE
GUEST_INVITE,0,0,244,FALSE
PERSONAL_PROJECTS,0,0,275,FALSE
ORG_INVITE,0,0,414,TRUE
GUEST_INVITE,0,0,264,FALSE
GUEST_INVITE,0,1,89,FALSE
GUEST_INVITE,0,0,39,FALSE
PERSONAL_PROJECTS,0,0,237,FALSE
ORG_INVITE,0,0,129,FALSE
SIGNUP_GOOGLE_AUTH,1,0,104,FALSE
GUEST_INVITE,0,0,336,FALSE
PERSONAL_PROJECTS,0,1,336,FALSE
SIGNUP,0,0,346,FALSE
ORG_INVITE,0,0,123,FALSE
SIGNUP,1,0,362,FALSE
ORG_INVITE,0,0,92,FALSE
SIGNUP,0,1,7,TRUE
GUEST_INVITE,0,0,82,FALSE
PERSONAL_PROJECTS,0,0,52,FALSE
PERSONAL_PROJECTS,1,0,282,FALSE
SIGNUP,1,0,152,FALSE
ORG_INVITE,1,1,165,FALSE
GUEST_INVITE,0,0,191,FALSE
SIGNUP,0,0,331,FALSE
SIGNUP,0,0,249,FALSE
PERSONAL_PROJECTS,0,0,338,FALSE
ORG_INVITE,0,0,71,FALSE
SIGNUP_GOOGLE_AUTH,0,0,276,FALSE
SIGNUP,0,0,191,FALSE
PERSONAL_PROJECTS,0,0,160,FALSE
ORG_INVITE,0,0,30,TRUE
ORG_INVITE,0,0,105,FALSE
GUEST_INVITE,0,0,221,FALSE
SIGNUP,1,0,4,FALSE
ORG_INVITE,0,0,9,TRUE
ORG_INVITE,1,1,185,FALSE
ORG_INVITE,1,0,135,FALSE
GUEST_INVITE,0,0,171,FALSE
ORG_INVITE,0,0,39,FALSE
SIGNUP_GOOGLE_AUTH,0,0,130,FALSE
ORG_INVITE,1,1,0,FALSE
SIGNUP,0,0,98,FALSE
ORG_INVITE,0,0,361,FALSE
ORG_INVITE,0,0,136,FALSE
ORG_INVITE,1,0,94,FALSE
PERSONAL_PROJECTS,1,1,192,FALSE
ORG_INVITE,0,0,143,FALSE
PERSONAL_PROJECTS,1,1,164,FALSE
PERSONAL_PROJECTS,0,0,14,FALSE
ORG_INVITE,0,0,413,FALSE
PERSONAL_PROJECTS,0,0,9,FALSE
ORG_INVITE,0,0,58,TRUE
PERSONAL_PROJECTS,0,0,15,FALSE
GUEST_INVITE,1,1,235,FALSE
PERSONAL_PROJECTS,0,0,4,FALSE
GUEST_INVITE,1,1,143,FALSE
ORG_INVITE,1,0,8,FALSE
SIGNUP_GOOGLE_AUTH,0,0,196,FALSE
PERSONAL_PROJECTS,0,0,152,FALSE
ORG_INVITE,0,0,128,FALSE
GUEST_INVITE,1,0,95,FALSE
GUEST_INVITE,0,0,273,FALSE
GUEST_INVITE,1,0,264,FALSE
SIGNUP,0,0,352,TRUE
SIGNUP,0,0,286,FALSE
ORG_INVITE,0,0,17,FALSE
SIGNUP,0,0,327,FALSE
GUEST_INVITE,1,1,9,FALSE
SIGNUP_GOOGLE_AUTH,0,0,31,FALSE
ORG_INVITE,0,0,1,FALSE
PERSONAL_PROJECTS,0,1,200,FALSE
ORG_INVITE,0,0,334,FALSE
PERSONAL_PROJECTS,0,0,5,FALSE
SIGNUP_GOOGLE_AUTH,0,0,394,FALSE
ORG_INVITE,0,1,162,FALSE
PERSONAL_PROJECTS,0,0,365,FALSE
ORG_INVITE,1,0,3,FALSE
ORG_INVITE,0,0,229,FALSE
GUEST_INVITE,0,0,289,TRUE
ORG_INVITE,0,1,381,FALSE
PERSONAL_PROJECTS,0,0,319,FALSE
SIGNUP_GOOGLE_AUTH,0,0,1,FALSE
ORG_INVITE,0,0,205,FALSE
SIGNUP,0,0,165,TRUE
SIGNUP,0,0,130,FALSE
SIGNUP,1,1,320,FALSE
ORG_INVITE,0,0,42,FALSE
PERSONAL_PROJECTS,0,0,249,FALSE
PERSONAL_PROJECTS,0,0,29,FALSE
ORG_INVITE,1,0,222,FALSE
SIGNUP,1,1,13,FALSE
PERSONAL_PROJECTS,0,0,334,FALSE
PERSONAL_PROJECTS,0,0,22,FALSE
ORG_INVITE,1,0,25,TRUE
GUEST_INVITE,0,0,245,FALSE
ORG_INVITE,1,0,9,TRUE
PERSONAL_PROJECTS,0,1,366,FALSE
ORG_INVITE,0,1,262,FALSE
GUEST_INVITE,1,0,9,FALSE
PERSONAL_PROJECTS,0,0,11,FALSE
GUEST_INVITE,0,0,102,FALSE
GUEST_INVITE,1,1,143,FALSE
SIGNUP,1,0,99,TRUE
PERSONAL_PROJECTS,1,1,193,FALSE
PERSONAL_PROJECTS,0,0,336,TRUE
SIGNUP,0,0,271,TRUE
ORG_INVITE,0,0,366,FALSE
SIGNUP_GOOGLE_AUTH,0,0,136,FALSE
GUEST_INVITE,0,0,340,FALSE
ORG_INVITE,0,0,412,FALSE
GUEST_INVITE,0,0,93,FALSE
SIGNUP,0,0,411,TRUE
ORG_INVITE,0,0,88,TRUE
GUEST_INVITE,0,0,382,FALSE
SIGNUP,0,0,22,FALSE
PERSONAL_PROJECTS,0,0,53,FALSE
ORG_INVITE,0,0,141,TRUE
PERSONAL_PROJECTS,0,0,368,FALSE
PERSONAL_PROJECTS,0,0,411,FALSE
SIGNUP,0,0,366,FALSE
SIGNUP,0,0,356,FALSE
SIGNUP,1,0,2,FALSE
PERSONAL_PROJECTS,0,0,1,FALSE
SIGNUP,0,0,179,FALSE
PERSONAL_PROJECTS,0,0,309,FALSE
ORG_INVITE,0,0,52,TRUE
ORG_INVITE,1,1,120,FALSE
SIGNUP,0,0,330,TRUE
GUEST_INVITE,0,0,4,FALSE
ORG_INVITE,0,0,198,FALSE
GUEST_INVITE,0,0,65,TRUE
ORG_INVITE,0,0,296,FALSE
GUEST_INVITE,0,0,55,FALSE
GUEST_INVITE,1,1,68,FALSE
GUEST_INVITE,0,0,33,FALSE
GUEST_INVITE,0,0,36,TRUE
PERSONAL_PROJECTS,0,0,68,FALSE
SIGNUP_GOOGLE_AUTH,0,0,103,FALSE
SIGNUP,0,0,331,FALSE
ORG_INVITE,0,0,339,TRUE
PERSONAL_PROJECTS,0,0,3,FALSE
ORG_INVITE,0,0,0,FALSE
GUEST_INVITE,0,0,98,TRUE
GUEST_INVITE,0,0,231,TRUE
ORG_INVITE,0,0,71,FALSE
SIGNUP_GOOGLE_AUTH,0,0,7,TRUE
ORG_INVITE,1,0,1,FALSE
SIGNUP,0,0,2,FALSE
ORG_INVITE,1,0,18,FALSE
GUEST_INVITE,0,0,1,FALSE
SIGNUP_GOOGLE_AUTH,0,0,75,FALSE
ORG_INVITE,1,0,11,TRUE
ORG_INVITE,0,0,2,FALSE
PERSONAL_PROJECTS,0,0,20,TRUE
SIGNUP,0,0,74,FALSE
SIGNUP_GOOGLE_AUTH,0,0,2,TRUE
PERSONAL_PROJECTS,1,1,242,FALSE
GUEST_INVITE,0,0,9,FALSE
ORG_INVITE,1,0,4,FALSE
PERSONAL_PROJECTS,1,0,224,FALSE
GUEST_INVITE,1,1,1,FALSE
SIGNUP,0,0,4,FALSE
ORG_INVITE,0,0,4,TRUE
PERSONAL_PROJECTS,0,0,68,FALSE
ORG_INVITE,1,0,236,FALSE
PERSONAL_PROJECTS,0,0,4,FALSE
SIGNUP_GOOGLE_AUTH,0,0,184,FALSE
SIGNUP_GOOGLE_AUTH,0,0,172,FALSE
ORG_INVITE,0,0,371,TRUE
SIGNUP_GOOGLE_AUTH,0,0,383,FALSE
SIGNUP,0,0,197,FALSE
SIGNUP_GOOGLE_AUTH,1,1,40,FALSE
GUEST_INVITE,0,0,41,FALSE
GUEST_INVITE,0,0,380,TRUE
GUEST_INVITE,0,0,86,FALSE
ORG_INVITE,0,0,45,FALSE
SIGNUP,0,0,44,FALSE
ORG_INVITE,0,0,186,FALSE
GUEST_INVITE,0,0,405,FALSE
ORG_INVITE,1,1,290,FALSE
GUEST_INVITE,0,0,104,TRUE
ORG_INVITE,1,1,335,FALSE
ORG_INVITE,0,0,104,FALSE
PERSONAL_PROJECTS,0,0,16,FALSE
PERSONAL_PROJECTS,0,0,274,FALSE
SIGNUP,1,0,4,FALSE
ORG_INVITE,0,0,160,TRUE
PERSONAL_PROJECTS,0,0,6,FALSE
ORG_INVITE,0,0,380,FALSE
PERSONAL_PROJECTS,1,0,371,FALSE
GUEST_INVITE,1,1,36,FALSE
PERSONAL_PROJECTS,1,0,169,FALSE
PERSONAL_PROJECTS,1,0,84,FALSE
PERSONAL_PROJECTS,1,1,0,FALSE
SIGNUP_GOOGLE_AUTH,0,0,51,FALSE
SIGNUP,1,0,296,FALSE
SIGNUP_GOOGLE_AUTH,1,0,3,FALSE
ORG_INVITE,1,0,61,TRUE
SIGNUP_GOOGLE_AUTH,0,0,249,FALSE
SIGNUP,0,0,192,FALSE
GUEST_INVITE,0,0,281,FALSE
ORG_INVITE,0,0,117,FALSE
PERSONAL_PROJECTS,0,0,71,FALSE
SIGNUP,0,0,58,FALSE
SIGNUP_GOOGLE_AUTH,1,1,12,FALSE
SIGNUP,1,1,35,TRUE
SIGNUP_GOOGLE_AUTH,0,0,116,FALSE
SIGNUP,0,0,328,FALSE
GUEST_INVITE,0,0,300,FALSE
SIGNUP,1,1,147,FALSE
ORG_INVITE,0,0,1,FALSE
PERSONAL_PROJECTS,0,0,41,FALSE
ORG_INVITE,1,1,73,FALSE
SIGNUP,0,0,126,FALSE
ORG_INVITE,1,1,372,FALSE
ORG_INVITE,0,0,26,FALSE
PERSONAL_PROJECTS,0,0,28,FALSE
SIGNUP,0,0,21,FALSE
ORG_INVITE,1,0,300,FALSE
SIGNUP_GOOGLE_AUTH,0,0,9,FALSE
ORG_INVITE,1,0,48,FALSE
SIGNUP,1,1,376,FALSE
ORG_INVITE,1,0,28,TRUE
PERSONAL_PROJECTS,0,0,395,FALSE
ORG_INVITE,0,0,64,TRUE
ORG_INVITE,0,0,165,FALSE
SIGNUP,1,1,208,FALSE
PERSONAL_PROJECTS,0,0,35,FALSE
ORG_INVITE,0,0,1,FALSE
ORG_INVITE,0,0,342,FALSE
ORG_INVITE,0,0,4,FALSE
ORG_INVITE,1,0,13,FALSE
ORG_INVITE,0,0,9,FALSE
SIGNUP,1,0,13,FALSE
SIGNUP,0,0,8,TRUE
ORG_INVITE,0,0,349,FALSE
SIGNUP,0,0,139,TRUE
SIGNUP,1,1,254,FALSE
SIGNUP_GOOGLE_AUTH,0,0,96,TRUE
ORG_INVITE,0,0,170,FALSE
ORG_INVITE,0,0,306,FALSE
ORG_INVITE,0,0,40,FALSE
ORG_INVITE,1,1,144,FALSE
GUEST_INVITE,1,0,4,FALSE
ORG_INVITE,0,0,343,FALSE
GUEST_INVITE,0,0,258,FALSE
ORG_INVITE,0,0,189,FALSE
SIGNUP,0,0,181,FALSE
ORG_INVITE,0,0,4,FALSE
SIGNUP_GOOGLE_AUTH,0,0,74,FALSE
SIGNUP,1,0,256,FALSE
GUEST_INVITE,1,1,35,TRUE
SIGNUP,1,1,172,FALSE
GUEST_INVITE,0,0,2,FALSE
ORG_INVITE,0,0,349,FALSE
PERSONAL_PROJECTS,1,1,30,FALSE
SIGNUP,0,0,285,FALSE
ORG_INVITE,1,1,62,FALSE
ORG_INVITE,0,0,188,FALSE
ORG_INVITE,0,0,60,FALSE
GUEST_INVITE,1,0,174,TRUE
SIGNUP,1,0,291,TRUE
GUEST_INVITE,1,0,8,FALSE
SIGNUP_GOOGLE_AUTH,0,0,3,FALSE
ORG_INVITE,0,0,106,FALSE
